Job.ID,text,Title
185978,data analyst accountemps lebanon seasonal temp ref classification financial analyst entry levelcompensation doeeast nashville base distribution currently grow look add data analyst staff contract hire basis great opportunity candidate years operations business financial analysis experience look take career next level ideal data analyst responsible follow prepare operational report relate operational financial performance assist project analytical support need identify recommend new report monitor performance communicate across business line internally ensure timely accurate report preparation analysis report pertain bill inventory monthly financials tax daily shipments hoc report request either operations finance departments experience edwards platform prefer advance level excel skills require data analyst accountemps,Data Analyst @ Accountemps
275651,hire kitchen position cook dishwashers season memphis full time part time season passionate great service excellent food wine celebrate live well look talented team members share passion operate professional guest orient business turn offer great career potential increase opportunities expand national presence share commitment excellence invite part award win restaurant group hire memphis line chefs stewards apply select appropriate job title link part darden restaurants largest company casual din season offer one best benefit package industry hire kitchen position cook dishwashers season,Hiring Kitchen Positions - Cooks - Dishwashers @ Seasons 52
253686,cook part time prestige care inc salem part time prepare food accordance menus diet specifications sanitary practice resident preference manner reflect quality service facility philosophy job responsibilities prepare food meals accordance plan menus diet plan portion control sanitary procedures meet health department standards company policies check record food temperatures prior serve serve meals palatable appetizing appeal review menus make necessary substitutions accordance company policies procedures assure food supply available next meal pull supply freezer require next meal preparations notify dietary service supervisor need supply prepare assist preparations special meals meet individual resident need special meetings events maintain clean safe work area clean spill pot regularly carry daily schedule clean duties accord assignments ensure proper storage food supply meet health department regulations use cleaners hazardous materials accord department procedures follow community health department fire safety infection control hazardous chemicals procedures practice report unsafe condition incidents equipment dietary department supervisor executive director immediately respect dignity confidentiality standards promote resident staff right assist dietary department supervisor direct activities dietary aid call upon execute inventory storage incoming foods supply request assign dietary department supervisor attend participate train service staff meetings perform relate duties assign cook part time prestige care inc,"Cook - Part-Time @ Prestige Care, Inc."
272027,cook pool lounge temp mgm resort international las vegas seasonal temp maintain solid knowledge food products able skillfully apply culinary techniques monitor maintain cleanliness sanitation organization assign work areas transport supply storeroom stock designate areas start prep work items need particular menu day prepare menu items follow recipes yield guide ensure products rotate first first philosophy make certain requisition process properly place designate area properly label date products ensure safekeeping sanitation maintain complete knowledge comply departmental policies service procedures standards sustain complete knowledge correct maintenance use equipment familiar hotel service feature local attractions activities respond guest inquiries accurately maintain strictly abide state sanitation health regulations hotel requirements meet assistant chef review assignments anticipate business level change information pertinent job performance complete open duties set work station require tool equipment supply inspect cleanliness work condition tool equipment supply check production schedule par establish priority items day inform assistant chef supply need requisition days task organize various prep items need different areas ensure items place ready service continue prep work meal period next meal service maintain proper storage procedures specify health department hotel requirements minimize waste maintain control attain forecast food cost disinfect sanitize cut board worktables transport empty dirty pot pan pot wash station breakdown work station complete close duties assign properly label date products ensure safekeeping sanitation apply basic knife skills require service read measure execute recipes maintain solid menu knowledge attention detail plate presentation versatile prepare hot cold items assist master cook need execution service support pantry workers helpers need execution service maintain solid knowledge understand preparation base sauce stock soup work team assist guests employees need inquiries effectively communicate management chefs service staff order fulfill address issue need request guests employees perform job relate duties request cook pool lounge temp mgm resort international,Cook - Pool & Lounge (TEMP OC) @ MGM Resorts International
307967,prep cook bob evans corporate north canton part time bob evans hire part time prep cook restaurant kitchen prep cook job critical smooth operation restaurant supply need food items keep kitchen organize day assist thaw bake prepare food items meet daily business need also cook food items follow standardize recipes interest position please apply today youll need answer basic question could potentially schedule interview please check email next step apply dont forget check junk folder case mistake prep cook bob evans corporate,Prep Cook @ Bob Evans Corporate
317314,data analyst accountemps chattanooga seasonal temp ref classification financial analyst entry levelcompensation per hourservice company seek data analyst high volume office position assist controller account team information request database management report previous experience macola prefer previous erp system experience require must able handle high volume information accurately juggle multiple ongoing project deadlines data analyst minimum two years similar experience specifically work macola please mail resume directly click email resumé immediate consideration data analyst accountemps,Data Analyst @ Accountemps
261894,part time cook clinton garden clinton part time clinton garden american senior communities facility locate clinton american senior communities proud largest provider retirement live senior health care indiana serve fellow hoosiers decade look challenge reward position senior healthcare career come join team today part time cook even shift prepare timely meals serve resident meals consistent departmental policies procedures county state federal laws regulations part time cook clinton garden,Part Time Cook @ Clinton Gardens
260150,software test engineer spherion staff service south jordan full time part time role lead aspects software quality assurance test design execution review understand customer system requirements assist define acceptance criteria design execute test plan design develop automate test ensure adequate test coverage report track software defect prepare test report research issue report users participate sprint plan daily stand demo retrospectives assist lead user acceptance test software test engineer spherion staff service,Software QA Test Engineer @ Spherion Staffing Services
264155,,Bonefish - Kitchen Staff
288430,cook evangelical lutheran good samaritan society keosauqua part time cook cook responsible prepare serve nutritious appeal appetizing meals well dishwashing duties additional responsibilities cook include wash dry restock dish pot pan observe measure document nutritional care use appropriate tool prepare serve food record temperatures food sanitize kitchen equipment cook evangelical lutheran good samaritan society,Cook II @ The Evangelical Lutheran Good Samaritan Society
264668,waiter waitress server bartender host hostess busser longhorn steakhouse harrisburg full time part time hire front house employees harrisburg mechanicsburg interview start immediately apply online consideration longhorn look add energetic outgo talented people restaurant staff harrisburg mechanicsburg locations longhorn team members steer success believe hire great people consistently deliver great food big help genuine western hospitality goal make every guest loyal guest depend team members make happen server waiter waitress service assistant host hostess busser bartender click apply view openings harrisburg mechanicsburg hire hourly position waiter waitress server bartender host hostess busser longhorn steakhouse,"Waiter, Waitress, Server, Bartender, Host, Hostess, Busser @ LongHorn Steakhouse"
267058,cook senior live evangelical lutheran good samaritan society east grand fork part time cook senior live cook responsible prepare serve nutritious appeal appetizing meals additional responsibilities cook include plan meals residents follow order standards regulations document nutritional care perform clean duties assign record temperatures assign accordance center campus policy procedure cook senior live evangelical lutheran good samaritan society,Cook - Senior Living @ The Evangelical Lutheran Good Samaritan Society
318981,prep cook bob evans corporate youngstown part time bob evans hire part time prep cook restaurant kitchen prep cook job critical smooth operation restaurant supply need food items keep kitchen organize day assist thaw bake prepare food items meet daily business need also cook food items follow standardize recipes interest position please apply today youll need answer basic question could potentially schedule interview please check email next step apply dont forget check junk folder case mistake prep cook bob evans corporate,Prep Cook @ Bob Evans Corporate
244722,server waiter waitress legacy preston hollow dallas full time part time enjoy work seniors passion exceed customers expectations look company care say yes legacy preston hollow seek full time part time servers assist live skilled nurse community north dallas variety shift available monday sunday servers responsible serve residents meals invite care professional manner duties include greet seat residents guests responsible take meal beverage order serve request items accord establish policies maintain side station din areas use ldquo clean policy follow daily weekly clean schedule assist orientation train new food servers practice safety loss prevention procedures maintain exceed standards appearance cleanliness personal sanitation hygiene report resident comment concern din room manager implement proper food handle clean techniques set clean din room server waiter waitress legacy preston hollow,Server - Waiter - Waitress @ The Legacy Preston Hollow
149103,cook north park nurse center evansville part time north park nurse center american senior communities facility locate evansville indiana american senior communities indianas lead senior healthcare provider serve fellow hoosiers decade take applications follow position cook part time day shift part time nights handle food dish equipment accordance sanitation standards prepare food accordance state guidelines apply line visit north park nurse center fairway drive evansville indiana cook north park nurse center,Cook @ North Park Nursing Center
252781,entry level trade support analyst accountemps new castle seasonal temp ref classification financial analystcompensation per hourfortune bank institution currently search entry level candidate trade support analyst role trade support analyst responsible provide valuations client portfolios provide update upper level management trade support analyst position great opportunity get foot door top tier organization grind floor immediate consideration please email resume click email resumé entry level trade support analyst accountemps,Entry Level Trade Support Analyst @ Accountemps
246,line cook billys boston chowder house los gatos part time billyâ boston chowder house cater hearty sea lover appetites search traditional yankee fare lively eatery feast wicked good food look motivate line cook least years prior experience restaurants please apply today interest line cook billys boston chowder house,Line Cook @ Billy's Boston Chowder House
148582,line cook genji sushi bar hilton head part time passionate food sushi expert want genji sushi chef trainee opportunities available sushi bar within whole foods supermarket entry level trainee position perfect someone interest learn sushi chef part enthusiastic skilled team chefs create high quality delicious sushi youll make fresh japanese inspire food help customers buy favorite roll test talents create make order roll participate various contest throughout year youre chef line cook prep cook novice crave interest new job fun company apply today genji benefit take care employees full time part time reward hard work profit share promote within provide comprehensive train opportunities career growth genji mission serve food lovers delicious japanese inspire food knowledge lead happy healthy live genji llc fast grow company well know fresh nutritious japanese inspire cuisine operate sushi bar different state london within whole foods market locations visit website learn genjis mission value www genjiweb com mission line cook genji sushi bar,Line Cook @ Genji Sushi Bars
269567,,Dishwasher
141315,technical support representative telenetwork fort collins full time part time hire entry level technical support reps work home call center position compensation start first days employment days pay automatically increase bilingual bonus opportunity commission base sell opportunity commission base sell please note freelance contract position need complete new hire packet benefit health vision dental life insurance available day month follow days full time employee flexible schedule pay vacation plan match employee referral bonuses internal growth opportunities promotion amp hire within relax casual team atmosphere amp company culture schedule pay train hold online monday friday weeks designate agents must available cst train overnight designate agents must available cst train train schedule require weekend availability designate agents usually schedule somewhere cst designate agents usually schedule somewhere cst overnight designate agents usually schedule somewhere cst first two weeks consider initial train also continue education job initial train complete duties provide positive professional call experience customer base determine efficient approach solve technical issue document call customer interaction problem resolution accurately completely research best solutions use internal external tool able utilize number source participate team base instant messenger receive provide assistance others maintain professional friendly demeanor coworkers provide customer information products service applicable need facilitate upgrade necessary adhere company policies procedures thrive ever change environment technology ever change field fluctuate pace perform employee standards typical daily duties may include answer phone call assist customers internet need connectivity email wireless etc lunch break spot assign base call volume interact assist team amp employees chat document every call thoroughly research issue technical support representative telenetwork,Technical Support Representative @ teleNetwork
293870,hire kitchen position cook dishwashers bahama breeze alafaya full time part time bahama breeze restaurant bring feel caribbean escape perfect place fee island spirit share teammates guests unique brand offer fresh approachable caribbean inspire food refresh tropical drink friendly guest focus service bahama breeze part darden restaurants specialty restaurant group darden restaurants one nations respect din company restaurants company diverse professionals value teamwork passionate always look passionate vibrant people happy service ready welcome smile hire orlando waterford lakes line cook prep cook utility dishwashers apply select appropriate job title link part darden restaurants largest company casual din bahama breeze offer industry lead benefit hire kitchen position cook dishwashers bahama breeze,Hiring All Kitchen Positions - Cooks - Dishwashers @ Bahama Breeze
266044,dietary cook garden green ridge care center scranton part time dietary cook saber healthcare group lead long term care provider look part time dietary aid green ridge care center scranton saber rsquo mission provide highest quality care possible privilege serve entail continue commitment always maintain highest standards tradition care innovation future goal best realize responsibilities cook dietary aide include provide high quality appetizing meals residents develop maintain positive resident family relationships food preparation utmost importance proper infection control standards must meet time part time saturday sunday schedule position dietary cook garden green ridge care center,Dietary Cook @ Garden of Green Ridge Care Center
283258,cook server cashier dishwasher team members pollo tropical new location open soon san antonio full time part time pollo tropical team member job fair servers cook cashier amp dishwashers need san antonio new location open corner westwood full time part time position available job descriptions server deliver food guest take care guests need work team provide outstanding guest experience cook grill person cook chicken chicken breast items follow pollo tropical procedures recipe manual follow chicken production chart place correct number chickens grill far enough advance meet sales projections addition maintain grill area clean sanitary organize manner cashier greet guests take order properly answer guest question use suggestive sell round meals maintain pleasant personality appearance knowledgeable electronic register ensure accuracy speed also become knowledgeable menu portion size assist guest need addition maintain clean work area organize properly stock time dishwasher wash dish clean table floor windows work space ensure restaurant clean time pollo tropical great place eat fresh healthy food also great place find solid career opportunities job fair hire day monday amp tuesday pollo tropical loop san antonio locate amp westwood job requirements must years age older high school diploma require compensation part time amp full time position available interest email resume click email resumé call schedule interview schedule appointment stop walk keywords cook server cashier dishwasher grill person team member crew member hire immediately open soon cook server cashier dishwasher team members pollo tropical new location open soon,"Cook, Server, Cashier, Dishwasher - Team Members! @ Pollo Tropical - New Location Opening Soon!"
141592,macys seasonal line cook lakeshore grill restaurant part time taylor southland mall macys taylor part time overview line cook primary responsibility prepare hot cold food customers consumption accord company health department standards perform duties assign essential function follow food division standards best practice produce present cravable food products cook order follow recipes letter build sheet accord company standards demonstrate current work knowledge recipes execute within time standards put away stock accord standards follow food safety standards maintain work area equipment accordance health department standards educate sample serve customers food products effectively deal multiple customers communicate customer request concern associate manager duty demonstrate magic sell skills follow station specific duties responsibilities open close area follow appropriate checklist verify completion manager duty prior leave area follow production guide maintain stock level standards product presentation maintain personal hygiene professional dress code comply company health department standards assist associate ensure kitchen duties complete customer service standards maintain maintain safe work area assist special events regular dependable attendance punctuality qualifications education experience specific educational accomplishment necessary one year previous restaurant hospitality experience require health department license certification alcohol certification require state local requirement communication skills ability read write interpret instructional document safety rule report procedure manuals excellent write verbal communication skills ability communicate spanish prefer require mathematical skills basic math function addition subtraction multiplication division able use calculator must able make change use american monetary units reason ability must able work independently minimal supervision must able follow instructions physical demand position involve regular walk stand hear talk may occasionally involve stoop kneel crouch must able move lift least lbs involve close vision color vision depth perception focus adjustment skills must possess excellent customer service skills must able work effectively fast pace environment work hours ability work flexible schedule base department store company need work condition position expose sharp object knives scissor position also expose high level heat within enclose space position require use potentially hazardous equipment grill ovens reasonable accommodations make enable individuals disabilities perform essential job function work generally occur office environment moderate temperature noise level disclaimer job description inclusive addition macys inc reserve right amend job description time macys inc equal opportunity employer commit diverse inclusive work environment foodsculinaryarts macys seasonal line cook lakeshore grill restaurant part time taylor southland mall macys,"Macy's Seasonal Line Cook Lakeshore Grill Restaurant Part Time - Taylor, MI -  Southland Mall @ Macy's"
269769,cook life care center america new bedford part time cookthe oaks new bedford massachusettstemporary part time prn position available permanent full time potential work hours week eoe requirementsculinary food service experience health care facility prefer high school diploma equivalent require professional developmentwe understand want succeed person also professional life care center america believe provide associate growth opportunities career advancement help reach maximum potential offer competitive pay team orient environment lifecarecareers com lcad cook life care center america,COOK @ Life Care Centers of America
244977,line cook benihana national corporation san diego part time responsible assist sushi chef preparation production sushi items guests accordance benihana food preparations service guidelines work front guests prepare foods sushi bar ensure fun invite experience maintain cleanliness sanitation sushi bar equipment line cook benihana national corporation,Line Cook @ Benihana National Corporation
140583,kitchen helper brookdale paint post part time part timeemeritus paint post creekside drive paint post career brookdale never reward brookdale national full spectrum senior live solutions company commit provide best options residents serve service offer ensure residents continue live live want also meet need along way every day associate collaborate guarantee promise fulfil communities state senior live solutions include independent live assist live memory care skilled nurse continue care retirement therapy hospice home health personalize live company call learn brookdale associate make difference fulfil dream record break fundraise alzheimer best best award brookdale senior live solutions youtubekey responsibilities include set din room serve meals residents guests din room perform tray beverage duties help clean kitchen din areas buss table wash dish kitchen helper brookdale,Kitchen Helper @ Brookdale
137528,hire kitchen position cook dishwashers olive garden enfield full time part time family olive garden family local restaurants focus delight every guest genuine italian din experience proud serve fresh simple delicious italian food complement great glass wine serve comfortable home like italian set everyone welcome family friends hire enfield line cook prep cook dishwashers apply click appropriate job title hire kitchen position cook dishwashers olive garden,Hiring All Kitchen Positions - Cooks - Dishwashers @ Olive Garden
147306,cook cook supervisor arbor terrace middletown middletown full time part time cook cook supervisor full time cook supervisor part time cook cook cook supervisor arbor terrace middletown,COOK / COOK SUPERVISOR @ Arbor Terrace of Middletown
309181,oracle erp developer remx staff richmond full time part time remx staff currently seek oracle erp developer work client company locate richmond job description work knowledge financials modules account payable general ledger years experience develop ebs configurations extensions modifications localizations integrations cemli use sql form report oracle workflow publisher overall oracle applications framework oaf experience use automate tool analyze execute upgrade thorough understand major configurations account setups ledgers calendar cross validation rule document type style approvals experience unix systems include perl script crontab scheduler ability define support month end close procedures experience work oracle resolve issue bug patch technical skills minimum include ability write hoc sql query fsg report provide day day sysadmin support project operations support environmentwell verse oracle erp include database versions work various maintenance activities like patch clone code migration work trouble shoot skills online patch tool adop work trouble shoot experience concurrent manger fine tune workflow administration hand experience middle tier applications like apache web logic components collaborate analysts designers business owners test erp program application requirements years experience oracle ebs technical consultant years experience oracle financials modules account payable general ledgerexperience develop ebs configurations extension modifications localizations integrations cemli experience automate tool execute analyze upgradestroubleshooting online patch tool adop concurrent manager fine tune workflow administrationmiddleware applications like apache web logic components oracle erp developer remx staff,Oracle ERP Developer @ RemX IT Staffing
258400,asp net mid web developer consultnet sandy full time part time asp net software developerfront endweb application developercontract hirepay range contractlocation salt lake county utahjob description come work part company develop deply web base asset preventative maintenance applications great position someone want take pride ownership create learn experience developers part smaller team new product release upgrade per year new iterations exist product new products push software build month require years software development pay professional experiencec asp net web developmentstrong sql server development expereince must jquery javascriptjson xmldesign patter know couple talk couple study knowledge mvcdesired html oodormweb serviceswinformssoft skills someone get along well others listen others accept mentoringcreative contribute new ideascommunicative suggest ideas listen others ideas collaborative may occasional travel interaction clients occasionally implement software asp net mid web developer consultnet,"C#, ASP.NET - Mid Web Developer @ ConsultNet"
295127,,Bonefish - FOH & Kitchen Hourly Staff
307436,support specialist energy partner irving full time part time job description seek highly motivate individual provide local remote technical support typical desktop hardware software business software specialty line business solutions general specialty mobile devices software energy business technology team support daily operations strategic partner enterprise focus also long term strategic value key responsibilities include provide technical support setup computers handheld devices printers cell phone specialty mobile devices locally remotely call center support people level roles within company pleasant demeanor manage open service request ensure timely high quality completion recognize circumstances require urgent response escalation share rotational emergency hour response assignments respond promptly call log activities time require organizational development quality performance track take ownership follow minimal direction proactively solve issue become visible handle diverse change flow traffic find value add activities slow perform duties assign status others progress provide input initiatives creative ideas improve operations value customers travel occasionally installations support train support specialist energy partner,IT Support Specialist @ JP Energy Partners
300719,culinary arts chef career train local culinary train available chef career fort lauderdale full time part time interest career culinary field chef career help start train new culinary career today graduate employment service available train complete financial assistance available qualify chef career portal individuals seek career culinary arts field align top culinary school throughout country offer variety service include job placement assistance qualify network nationally recognize culinary school make easy find right program area take first step towards new career today school provide quality train necessary skills start career field several career opportunities pursue culinary field complete culinary arts train sous chef pastry chef executive chef personal chef food stylist food writer research chef dietitian nutritionist caterer interest train career culinary arts field click apply culinary arts career let aspirations become chef marinate long time get cook variety culinary train program choose many options consider sizzle culinary career hustle bustle kitchen second home chefs look make name culinary industry mild chatter sound steam clang pot pan many culinary enthusiasts tap greatest sense creativity dream find place kitchen consider career culinary industry culinary career large network top culinary program country find right fit easy complimentary minute application take let connect culinary train school area get start today culinary arts chef career train local culinary train available chef career,CULINARY ARTS / CHEF CAREER TRAINING - LOCAL CULINARY TRAINING AVAILABLE @ My Chef Career
301896,grill cook baptist jacksonville beach part time job summary prepare quality food accordance designate recipes within haccp guidelines prepare food items limit time period ability batch cook serve regular modify diet hot foods patient tray line follow proper safety sanitation policies prn position shift schedule may vary base need department majority shift would ndash guarantee hours per pay period grill cook baptist,Grill Cook @ Baptist
282109,multiple position bar area din room kitchen spa housekeep renaissance glendale hotel spa glendale full time part time renaissance glendale hotel spa currently accept applications follow job bartender part time din room server housekeep utility line cook massage therapist room attendant housekeep multiple position bar area din room kitchen spa housekeep renaissance glendale hotel spa,"Multiple Positions in Bar Area, Dining Room, Kitchen, Spa, and Housekeeping @ Renaissance Glendale Hotel & Spa"
270030,restaurant crewmember cashier cook kitchen customer service drive thru self opportunity ocean spring full time part time raise chicken finger hire crewmembers new restaurant open bienville blvd ocean spring job fair schedule interview thursday march saturday march saturday april daily crewmember responsible serve customer perfect box must work fast sense urgency friendly customers crewmember responsible cleanliness restaurant must remember fun portray cane culture customers principal duties responsibilities prepare food ensure food drink prepare serve perfectly accord company standards perfect box greet customers greet customers sincerity provide friendly service everyone visit cane inform customers basic product information upon request maintain presentable appearance customer process customer order work register system receive order customer place order accurately maintain cleanliness restaurant work hard keep inside outside restaurant clean use clean practice follow clean checklist keep restaurant station clean sanitary time ensure safety follow guidelines perfect safety box ensure safety crew customer follow attendance policy report work schedule time unable report schedule shift adhere attendance policy ensure shift cover additional requirements intellectual physical demand describe representative must meet crewmember successfully perform essential function job reasonable accommodations may make enable individuals disabilities perform essential function excellent interpersonal skills ability follow directions occasion may require lift carry push pull heavy object fifty pound kneel bend stoop ascend descend stairs reach grasp object qualification basic read math skills require ready opportunity lifetime click apply button fill online application today qualify candidates contact schedule interview chicken raise cane appreciate value individuality eoe restaurant crewmember cashier cook kitchen customer service drive thru self opportunity,Restaurant Crewmember - Cashier - Cook - Kitchen - Customer Service - Drive Thru @ Self Opportunity
270144,line cook prep server bartender host hostess busser dishwasher olive garden jacksonville full time part time hire hourly position jacksonville interview start march apply consideration olive garden look add energetic outgo talented people restaurant staff jacksonville location team members heart soul olive garden family part family provide every available opportunity success offer extensive train self development flexible schedule importantly place call home look candidates follow experience fill multiple position bartender host hostess line cook dish prep production server assistant busser server waiter waitress utility dishwasher find one best fit click apply line cook prep server bartender host hostess busser dishwasher olive garden,"Line Cook, Prep, Server, Bartender, Host/ Hostess, Busser, Dishwasher @ Olive Garden"
