job_id,combined_text,job_title
136572,"Ongoing Opportunities for Data Entry Clerks! OfficeTeam Carlsbad Seasonal/Temp Ref ID: 00240-9714630Classification: Account Executive/Staffing ManagerCompensation: $10.00 to $12.00 per hourWe have many ongoing opportunities for detail oriented Data Entry Clerks here in North County. The Data Entry Clerk will be responsible for the timely and accurate entry of a growing organizations confidential data into multiple Excel spreadsheets. The Data Entry Clerk needs to be very proficient with the Microsoft Office Suite and comfortable with computers due to this position requiring fast transitions between screens and the use of multiple programs. If you have the skills required for these positions, please submit your resume into Carlsbad OfficeTeam today. Ongoing Opportunities for Data Entry Clerks! @ OfficeTeam",Ongoing Opportunities for Data Entry Clerks! @ OfficeTeam
136638,"Data Entry Specialist (Data Entry Clerk) Opportunity OfficeTeam West Des Moines Seasonal/Temp Ref ID: 01502-9714722Classification: Data EntryCompensation: $11.50 to $12.00 per hourWe currently have an opportunity for a Data Entry Specialist in the largest financial company in the state! In this role, you will input information from a variety of sources into a computer database. Responsibilities also include taking customer orders and entering them into a pre-established tracking system. Start working today and take advantage of free online computer skills training, too! Data Entry Specialist (Data Entry Clerk) Opportunity @ OfficeTeam",Data Entry Specialist (Data Entry Clerk) Opportunity @ OfficeTeam
136675, ,Technology Sales Specialist
136753,"Dynamic Data Entry Clerk Needed! Accountemps Anaheim Seasonal/Temp Ref ID:03090-108890Classification:Data Entry ClerkCompensation:$10.92 to $12.65 per hourOur client is seeking a Data Entry clerk for the accounting department in accounts receivable. Ideal candidate would have experience with high volume accounts receivable data entry in a system like Oracle, SAP or JD Edwards. A very high level of speed and accuracy is required. Please call Accountemps at 714.450.9837 if interested. Dynamic Data Entry Clerk Needed! @ Accountemps",Dynamic Data Entry Clerk Needed! @ Accountemps
136833,"Data Entry Clerk OfficeTeam Fairfield Seasonal/Temp Ref ID: 02720-121534Classification: Data EntryCompensation: $11.25 to $11.25 per hourA local company is looking for a temporary data entry clerk. In this role the individual will be calling to schedule delivery appointments, handle data entry into excel and follow up with carriers to ensure trucks are going to be on time. This individual needs to be attentive to detail, and able to multi-task. Data Entry Clerk @ OfficeTeam",Data Entry Clerk @ OfficeTeam
136847,"Data Entry Clerk OfficeTeam Chandler Seasonal/Temp Ref ID: 00200-115349Classification: Data EntryCompensation: $11.00 to $11.50 per hourCustomer service and clerical asst level job - entry level - only pays $11.50 on the hiring side. Customer service, Data Entry and Filing -calls to confirm install appointments Customer Service, Data Entry and Filing. Duties: Customer service calling to confirm appointments for installations 70-90 calls a day within a few hours. Put together work orders. Find schedule on computer and print out each work order and assemble packets. Heavy data entry of sending out emails and work orders. Filing the work orders. Must be detail oriented. Data Entry Clerk @ OfficeTeam",Data Entry Clerk @ OfficeTeam
136977, ,Maintenance Operating Engineer
136989,"Refractory Chemicals Engineering Glob Pittsburgh Intern Job is located in Burlington Township, PA.Ambitious? Want to make a difference? Global Tungsten &amp; Powders Corp. (GTP) a division of the Plansee Group is a worldwide leading specialist and producer of tungsten, molybdenum, phosphors and specialty powders. As a global supplier of semi-finished products and components for the aerospace, electronics, and energy industries, GTP is committed to achieving global excellence. Interested in joining our team? Forge ahead!

Job Description:
- Assist manufacturing engineers in day to day problem solving in the production of Ammonium Paratungstate (APT). 
- Work on small projects related to the production of APT such as pump sizing, heat exchanger calculations, scrubber calculations, mass balances, process optimization studies. 
- Work with purchasing to order equipment
- Work with the environmental group acquiring data and helping with environmental compliance efforts. 
&nbsp;
&nbsp; Refractory Chemicals Engineering @ Glob",Refractory Chemicals Engineering @ Glob
136990,"Refractory Chemicals Engineering Glob Philadelphia Intern Job is located in Burlington Township, PA.Ambitious? Want to make a difference? Global Tungsten &amp; Powders Corp. (GTP) a division of the Plansee Group is a worldwide leading specialist and producer of tungsten, molybdenum, phosphors and specialty powders. As a global supplier of semi-finished products and components for the aerospace, electronics, and energy industries, GTP is committed to achieving global excellence. Interested in joining our team? Forge ahead!

Job Description:
- Assist manufacturing engineers in day to day problem solving in the production of Ammonium Paratungstate (APT). 
- Work on small projects related to the production of APT such as pump sizing, heat exchanger calculations, scrubber calculations, mass balances, process optimization studies. 
- Work with purchasing to order equipment
- Work with the environmental group acquiring data and helping with environmental compliance efforts. 
&nbsp;
&nbsp; Refractory Chemicals Engineering @ Glob",Refractory Chemicals Engineering @ Glob
136992,"Refractory Chemicals Engineering Glob Burlington Township Intern Ambitious? Want to make a difference? Global Tungsten &amp; Powders Corp. (GTP) a division of the Plansee Group is a worldwide leading specialist and producer of tungsten, molybdenum, phosphors and specialty powders. As a global supplier of semi-finished products and components for the aerospace, electronics, and energy industries, GTP is committed to achieving global excellence. Interested in joining our team? Forge ahead!

Job Description:
- Assist manufacturing engineers in day to day problem solving in the production of Ammonium Paratungstate (APT). 
- Work on small projects related to the production of APT such as pump sizing, heat exchanger calculations, scrubber calculations, mass balances, process optimization studies. 
- Work with purchasing to order equipment
- Work with the environmental group acquiring data and helping with environmental compliance efforts. 
&nbsp;
&nbsp; Refractory Chemicals Engineering @ Glob",Refractory Chemicals Engineering @ Glob
137126,"Technology Merchandising Specialist - Part Time Actionlink San Antonio Part-Time Tech-Junkie&nbsp; &bull;&nbsp;Electronics Guru &bull;&nbsp;The &ldquo;Fixer&rdquo;
ARE WE DESCRIBING YOU?
If you want a flexible schedule and have knowledge or experience that includes merchandising, electronics, information technology, installation or audio visual, this could be the perfect job for you!
ActionLink has a high volume of projects coming up &ndash; Don&rsquo;t Miss Out!&nbsp; We are seeking tech savvy candidates to join our team of Part-Time Tech Merchandising Specialists.
&lt;&lt;&nbsp; FAST TRACK YOUR APPLICATION! &gt;&gt;
You can complete an online digital interview RIGHT NOW for this position! Click on the following link to complete a digital interview using either cell phone or webcam!&nbsp;&nbsp;https://actionlink.hirevue.com/openvue/348WLbZdzE/.
1.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Merchandising visits are typically conducted Monday through Thursday between 7 a.m. and 6 p.m.; however, some projects may include evening and/or weekend hours
2.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;We offer competitive wages that take your experience into consideration
3.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;We offer paid training to hone your existing skills and expertise
We are seeking individuals who can:

    Effectively install, troubleshoot, and maintain a variety of consumer electronics for our high profile clients across national and regional retailers
    Reset sections per planogram
    Set-up and/or ensure power displays are fully functional
    Conduct standard merchandising project or program visits
    Travel locally to complete store visits within assigned territory.
    Complete reports to document visits (including submitting digital photos)
    Complete other tasks as requested by manager

We are seeking individuals who have:

    Access to the internet for training and reporting (smart devices are recommended)
    Access to a digital camera (to document visits)
    The ability to use and access to a variety of hand-held and power tools
    Strong attention to detail
    An understanding of basic planogram and reset strategies
    Access to reliable transportation
    Successful candidates must pass a criminal background check and drug screen

At ActionLink, we hire and empower great people, employ world-class training techniques, and find the right solution to meet each client&rsquo;s specific needs. If you want to be a part of this dynamic company, visit our website at www.actionlink.com/careers and complete an application for positions in your area.
&nbsp;
ActionLink is an Equal Opportunity Employer Technology Merchandising Specialist - Part Time @ Actionlink",Technology Merchandising Specialist - Part Time @ Actionlink
137129,"Technology Merchandising Specialist - Part Time Actionlink San Jose Part-Time Tech-Junkie&nbsp; &bull;&nbsp;Electronics Guru &bull;&nbsp;The &ldquo;Fixer&rdquo;
ARE WE DESCRIBING YOU?
If you want a flexible schedule and have knowledge or experience that includes merchandising, electronics, information technology, installation or audio visual, this could be the perfect job for you!
ActionLink has a high volume of projects coming up &ndash; Don&rsquo;t Miss Out!&nbsp; We are seeking tech savvy candidates to join our team of Part-Time Tech Merchandising Specialists.
&lt;&lt;&nbsp; FAST TRACK YOUR APPLICATION! &gt;&gt;
You can complete an online digital interview RIGHT NOW for this position! Click on the following link to complete a digital interview using either cell phone or webcam!&nbsp;&nbsp;https://actionlink.hirevue.com/openvue/348WLbZdzE/.
1.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Merchandising visits are typically conducted Monday through Thursday between 7 a.m. and 6 p.m.; however, some projects may include evening and/or weekend hours
2.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;We offer competitive wages that take your experience into consideration
3.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;We offer paid training to hone your existing skills and expertise
We are seeking individuals who can:

    Effectively install, troubleshoot, and maintain a variety of consumer electronics for our high profile clients across national and regional retailers
    Reset sections per planogram
    Set-up and/or ensure power displays are fully functional
    Conduct standard merchandising project or program visits
    Travel locally to complete store visits within assigned territory.
    Complete reports to document visits (including submitting digital photos)
    Complete other tasks as requested by manager

We are seeking individuals who have:

    Access to the internet for training and reporting (smart devices are recommended)
    Access to a digital camera (to document visits)
    The ability to use and access to a variety of hand-held and power tools
    Strong attention to detail
    An understanding of basic planogram and reset strategies
    Access to reliable transportation
    Successful candidates must pass a criminal background check and drug screen

At ActionLink, we hire and empower great people, employ world-class training techniques, and find the right solution to meet each client&rsquo;s specific needs. If you want to be a part of this dynamic company, visit our website at www.actionlink.com/careers and complete an application for positions in your area.
&nbsp;
ActionLink is an Equal Opportunity Employer Technology Merchandising Specialist - Part Time @ Actionlink",Technology Merchandising Specialist - Part Time @ Actionlink
137143,"Technology Merchandising Specialist - Part Time Actionlink Denver Part-Time Tech-Junkie&nbsp; &bull;&nbsp;Electronics Guru &bull;&nbsp;The &ldquo;Fixer&rdquo;
ARE WE DESCRIBING YOU?
If you want a flexible schedule and have knowledge or experience that includes merchandising, electronics, information technology, installation or audio visual, this could be the perfect job for you!
ActionLink has a high volume of projects coming up &ndash; Don&rsquo;t Miss Out!&nbsp; We are seeking tech savvy candidates to join our team of Part-Time Tech Merchandising Specialists.
&lt;&lt;&nbsp; FAST TRACK YOUR APPLICATION! &gt;&gt;
You can complete an online digital interview RIGHT NOW for this position! Click on the following link to complete a digital interview using either cell phone or webcam!&nbsp;&nbsp;https://actionlink.hirevue.com/openvue/348WLbZdzE/.
1.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Merchandising visits are typically conducted Monday through Thursday between 7 a.m. and 6 p.m.; however, some projects may include evening and/or weekend hours
2.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;We offer competitive wages that take your experience into consideration
3.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;We offer paid training to hone your existing skills and expertise
4.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Opportunities in Westminster, Littleton/Centennial, and &nbsp;Aurora, CO
We are seeking individuals who can:

    Effectively install, troubleshoot, and maintain a variety of consumer electronics for our high profile clients across national and regional retailers
    Reset sections per planogram
    Set-up and/or ensure power displays are fully functional
    Conduct standard merchandising project or program visits
    Travel locally to complete store visits within assigned territory.
    Complete reports to document visits (including submitting digital photos)
    Complete other tasks as requested by manager

We are seeking individuals who have:

    Access to the internet for training and reporting (smart devices are recommended)
    Access to a digital camera (to document visits)
    The ability to use and access to a variety of hand-held and power tools
    Strong attention to detail
    An understanding of basic planogram and reset strategies
    Access to reliable transportation
    Successful candidates must pass a criminal background check and drug screen

At ActionLink, we hire and empower great people, employ world-class training techniques, and find the right solution to meet each client&rsquo;s specific needs. If you want to be a part of this dynamic company, visit our website at www.actionlink.com/careers and complete an application for positions in your area.
&nbsp;
ActionLink is an Equal Opportunity Employer Technology Merchandising Specialist - Part Time @ Actionlink",Technology Merchandising Specialist - Part Time @ Actionlink
137158,"Technology Merchandising Specialist - Part Time Actionlink Boston Part-Time Tech-Junkie&nbsp; &bull;&nbsp;&nbsp;&nbsp; Electronics Guru&nbsp;&nbsp; &bull;&nbsp;&nbsp;&nbsp; The &ldquo;Fixer""
ARE WE DESCRIBING YOU?
We are seeking tech savvy candidates to join our team of Part-Time Tech Merchandising Specialists.&nbsp;
If you want a flexible schedule and have knowledge and/or experience that includes merchandising, electronics, information technology, electrical installation, or audio visual, this could be the perfect job for you!
&lt;&lt;&nbsp; FAST TRACK YOUR APPLICATION! &gt;&gt;
You can complete an online digital interview RIGHT NOW for this position! Click on the following link to complete a digital interview using either a smartphone or webcam!&nbsp;https://actionlink.hirevue.com/openvue/y2upsL9xzT/
&nbsp;

    Merchandising visits are typically conducted Monday through Thursday between 7 a.m. and 6 p.m.; however, some projects may include evening and/or weekend hours
    We offer competitive wages that take your experience into consideration
    We offer paid training to hone your existing skills and expertise
    We have openings in N Boston, Watertown, Taunton,&nbsp; and Danvers, MA and more.

We are seeking individuals who can:

    Effectively install, troubleshoot, and maintain a variety of consumer electronics for our high profile clients across national and regional retailers
    Reset sections per planogram
    Set-up and/or ensure power displays are fully functional
    Conduct standard merchandising project or program visits
    Travel locally to complete store visits within assigned territory.
    Complete reports to document visits (including submitting digital photos)
    Complete other tasks as requested by manager

We are seeking individuals who have:

    Access to the internet for training and reporting (smart devices are recommended)
    Access to a digital camera (to document visits)
    The ability to use and access to a variety of hand-held and power tools
    Strong attention to detail
    An understanding of basic planogram and reset strategies
    Access to reliable transportation
    Successful candidates must pass a criminal background check and drug screen

At ActionLink, we hire and empower great people, employ world-class training techniques, and find the right solution to meet each client&rsquo;s specific needs. If you want to be a part of this dynamic company, visit our website at www.actionlink.com/careers and complete an application for positions in your area.
ActionLink is an Equal Opportunity Employer
&nbsp; Technology Merchandising Specialist - Part Time @ Actionlink",Technology Merchandising Specialist - Part Time @ Actionlink
137176,"Technology Merchandsing Specialist - Part Time Actionlink Seattle Part-Time Tech-Junkie&nbsp; &bull;&nbsp;&nbsp;&nbsp; Electronics Guru&nbsp;&nbsp; &bull;&nbsp;&nbsp;&nbsp; The &ldquo;Fixer""
ARE WE DESCRIBING YOU?
We are seeking tech savvy candidates to join our team of Part-Time Tech Merchandising Specialists.&nbsp;
If you want a flexible schedule and have knowledge and/or experience that includes merchandising, electronics, information technology, electrical installation, or audio visual, this could be the perfect job for you!
&lt;&lt;&nbsp; FAST TRACK YOUR APPLICATION! &gt;&gt;
You can complete an online digital interview right now for this position! Click&nbsp;HERE&nbsp;to complete a digital interview using either a smartphone or webcam!&nbsp;

    Merchandising visits are typically conducted Monday through Thursday between 7 a.m. and 6 p.m.; however, some projects may include evening and/or weekend hours
    We offer competitive wages that take your experience into consideration
    We offer paid training to hone your existing skills and expertise

We are seeking individuals who can:

    Effectively install, troubleshoot, and maintain a variety of consumer electronics for our high profile clients across national and regional retailers
    Reset sections per planogram
    Set-up and/or ensure power displays are fully functional
    Conduct standard merchandising project or program visits
    Travel locally to complete store visits within assigned territory.
    Complete reports to document visits (including submitting digital photos)
    Complete other tasks as requested by manager

We are seeking individuals who have:

    Access to the internet for training and reporting (smart devices are recommended)
    Access to a digital camera (to document visits)
    The ability to use and access to a variety of hand-held and power tools
    Strong attention to detail
    An understanding of basic planogram and reset strategies
    Access to reliable transportation
    Successful candidates must pass a criminal background check and drug screen

At ActionLink, we hire and empower great people, employ world-class training techniques, and find the right solution to meet each client&rsquo;s specific needs. If you want to be a part of this dynamic company, visit our website at www.actionlink.com/careers and complete an application for positions in your area.
ActionLink is an Equal Opportunity Employer
&nbsp; Technology Merchandsing Specialist - Part Time @ Actionlink",Technology Merchandsing Specialist - Part Time @ Actionlink
137264,"Data Entry Clerks needed for Downtown Company-Apply Now! OfficeTeam Cincinnati Seasonal/Temp Ref ID: 03320-131537Classification: Data EntryCompensation: $9.02 to $10.45 per hourData entry clerks are needed on temporary, project basis! A downtown company is seeking data entry clerks to assist with their workload. These data entry clerks will be moving around the office assisting with clerical duties, however, they will need data entry skills to input files into their database. If you are interested in project work as a data entry clerk, and are available immediately, APPLY NOW!! Data Entry Clerks needed for Downtown Company-Apply Now! @ OfficeTeam",Data Entry Clerks needed for Downtown Company-Apply Now! @ OfficeTeam
137273,"Data Entry Clerk Accountemps Boston Seasonal/Temp Ref ID:02101-107564Classification:Data Entry ClerkCompensation:$11.88 to $13.75 per hourAccountemps is currently partnered with a Health Care center in Boston seeking a temporary Data Entry Clerk. The data entry clerk will be assisting with processing funds for the development department. The ideal individual for this data entry clerk position will have worked in a development or fund raising office coupled with experience working in Raizers Edge software. This Data entry clerk role will be a 3-6 week engagement starting as soon as possible. If you or anyone you know is looking to supplement their job search, please contact Colin at 617 951 4000 or email resume directly to [Click Here to Email Your Resumé] Data Entry Clerk @ Accountemps",Data Entry Clerk @ Accountemps
137281,"Data Analyst Accountemps Towson Seasonal/Temp Ref ID:02010-106108Classification:Financial Analyst - Entry LevelCompensation:$12.00 to $16.00 per hourTemporary Logistics/Finance Specialist needed at International Company located in Towson! As the Temporary Logistics/Finance Specialist, you will be responsible for: - Data entry of customers' orders - Processing credit card payments - Analysis of pricing and order information (will interface directly with the company's big box customers) - Other project-based duties The ideal candidate for this project will have a background in Logistics and Finance, advanced proficiency in MS Excel, and strong data entry skills with a high level of accuracy. For immediate consideration, please call 410.527.1817 or email resume to [Click Here to Email Your Resumé] Data Analyst @ Accountemps",Data Analyst @ Accountemps
137290,"Data Entry Clerk OfficeTeam Lakewood Seasonal/Temp Ref ID: 02660-108014Classification: Data EntryCompensation: $9.50 to $10.00 per hourOfficeTeam has an immediate need for a Data Entry Clerk for one of our Ocean County clients. This position would be reporting to the Customer Service Manager, and would be temporary to full time for the right candidate. The main responsibilities would include: data entry of client information into Excel, developing spreadsheets, importing/exporting Excel spreadsheets, using Microsoft Outlook to communicate with clients as necessary, handling customer service as needed, and other projects as assigned. This is an excellent opportunity for someone with above average proficiency in Excel to work for a well established company in the Ocean County area. Data Entry Clerk @ OfficeTeam",Data Entry Clerk @ OfficeTeam
137564, ,Technology Sales Specialist
137647,"Battery Design Release Engineer (14-00986) Global Technology Associates Warren Full-Time/Part-Time 
Title: Battery Design Release Engineer (14-00986)
Location: Warren, MI
Pay Rate: $25 - $28/hr.
Type of hire: Contract&nbsp;
Shift: First Shift, M-F

Position Summary:
&bull;&nbsp;The lab is a state of the art facility operates 24/7, covers 85,000 square-feet on the Warren Tech Center campus, and has capabilities to test 112 battery packs and 120 battery cells at a time.
&bull;&nbsp;The General Motors Technical Center has been named a National Historic Landmark by the United States Department of the Interior and the National Park Service.
&bull;&nbsp; The campus opened in 1956 and houses the GM vehicle engineering center, design center, research and manufacturing engineering. It is the workplace of over 18,000 employees on a 1.1 square-mile campus.

Position Responsibility:
&bull;&nbsp;Responsible for the design and release of high voltage, lithium-ion battery components and packs
&bull;&nbsp;This job is based in General Motor's Warren Technical Center and will work with GM's Global Battery Systems Lab.





&nbsp; Battery Design Release Engineer (14-00986) @ Global Technology Associates",Battery Design Release Engineer (14-00986) @ Global Technology Associates
139820,"Intern CO Graduate Engineer Terumo BCT Lakewood Intern Under minimal supervision, supports research/scientific/technical/engineering related projects or processes. ESSENTIAL DUTIES  Performs planned work to accomplish project goals and provide experience and familiarization with engineering or scientific processes, independent thinking, and company practices and policies. Performs work that is investigative in nature and analyzes data and report results for various research or projects. Communicates frequently with co-workers, customer, or vendors to discuss information or issues related to material properties. Develops solutions to problems of intermediate to advanced complexity; interprets, executes, and recommends modifications to operating policies where appropriate. Displays a positive, proactive approach to problem solving.  OTHER DUTIES AND RESPONSIBILITIES  May assist in accurate data entry into computer databases or company files.   Intern CO Graduate Engineer @ Terumo BCT",Intern CO Graduate Engineer @ Terumo BCT
